cibil_score,dti_ratio,employment_tenure_days,days_past_due,net_monthly_surplus,bounced_cheques_12m,monthly_income,co_applicant_income,loan_amount,loan_tenure_months,proposed_emi,loan_to_income,loan_to_value,loan_purpose,property_value,existing_loans,existing_emi_monthly,credit_enquiries_6m,credit_history_years,num_credit_cards,credit_utilization,avg_monthly_balance,balance_volatility,monthly_inflow,salary_credit_regular,employment_type,employment_tenure_years,age,education,marital_status,num_dependents,num_children,gender,city_tier,loan_approved
489,2.79,3049,0,-12003,5,105698,5000,325850,60,14223,43.94,0.5,5,5000000,0,8706,0,21,3,0.6,339195,0.8,135648,0,2,16.6,53,1,1,0,2,0,1,0
524,2.28,2225,60,141012,4,246104,10000,585212,36,62457,25.43,0.37,1,1000000,5,63409,4,17,4,0.13,365412,0.02,274126,0,0,11.4,58,2,2,0,1,1,2,0
684,1.64,7382,60,121796,2,461267,10000,1603169,12,97931,20.16,0.66,2,1000000,4,17193,4,9,4,0.78,113685,0.64,446684,0,1,1.4,36,1,1,2,4,1,3,0
676,0.54,7110,180,47805,4,442014,0,2687361,48,31261,50.93,0.34,4,1000000,2,72934,0,22,0,0.2,79626,0.34,319029,0,1,21.6,53,2,1,0,0,1,3,0
582,1.38,6458,0,112776,4,190402,50000,2565800,84,60966,54.42,0.35,0,0,1,83366,0,8,1,0.86,338649,0.72,194930,0,1,8.3,30,1,0,4,2,0,1,0
558,1.68,5158,180,72202,1,97087,50000,2003968,24,76520,27.66,0.73,4,100000,0,16852,3,24,0,0.45,70727,0.12,130125,0,1,7.0,50,1,1,4,4,1,3,0
658,2.59,4354,180,109463,5,219991,0,2689253,120,69334,1.53,0.31,2,500000,0,17013,3,24,2,0.09,102920,0.33,88183,0,1,21.6,54,2,2,5,2,1,3,0
755,1.44,3787,120,144363,5,223104,5000,1819186,36,8603,47.76,0.2,2,100000,5,85302,3,8,3,0.36,287628,0.02,30488,0,0,19.2,55,2,1,2,0,1,2,0
710,2.69,6150,180,170795,0,51716,10000,707428,36,78240,17.82,0.81,4,5000000,0,6538,4,21,1,0.78,460674,0.24,321260,1,1,7.3,27,2,2,2,3,0,2,0
617,2.02,2096,180,191942,5,215696,20000,1662791,48,35261,1.58,0.81,5,100000,0,98417,4,15,1,0.08,34754,0.48,431996,0,0,6.8,26,1,1,5,2,1,3,0
524,0.41,3609,120,-47474,5,188054,5000,2701979,84,16707,48.49,0.5,0,500000,4,50377,4,16,4,0.63,384646,0.18,499460,1,0,15.9,35,2,0,2,1,1,2,0
533,2.98,2208,60,105758,4,168516,50000,2420979,120,19009,31.53,0.53,4,0,1,47645,3,15,0,0.51,489154,0.6,350721,1,1,7.4,52,1,0,3,3,0,3,0
673,1.58,5988,30,23339,3,427950,0,2270183,60,60763,41.43,0.7,4,5000000,1,21867,1,5,4,0.31,479178,0.12,443758,0,1,5.5,22,0,1,0,3,1,2,0
771,1.18,175,90,179276,1,182817,10000,2494447,120,53169,54.97,0.51,5,0,5,78070,4,4,4,0.76,255789,0.75,285775,1,3,21.6,52,1,0,1,4,1,1,0
532,1.98,7758,180,-43426,0,44571,0,1265322,48,19231,32.93,0.42,4,5000000,4,83536,4,6,1,0.05,159289,0.92,335206,1,1,12.4,48,2,1,1,1,0,2,0
412,0.33,7169,30,-41267,1,233023,50000,626991,48,4246,30.69,0.99,0,500000,4,36085,4,12,3,0.5,318235,0.39,168126,1,0,16.8,41,0,1,1,2,1,1,0
796,1.91,5096,120,290,0,418605,0,1943818,60,59882,18.15,0.15,3,0,4,89271,3,7,2,0.51,393716,0.53,177787,1,2,15.7,37,0,0,2,2,0,2,0
741,1.49,6014,30,22793,2,365424,10000,2495407,24,30825,19.01,0.59,0,500000,1,89500,2,0,4,0.09,473065,0.49,59061,1,0,16.6,39,0,0,3,1,0,3,0
863,1.22,2502,90,-13949,4,225290,0,2887855,60,16925,48.0,0.89,5,500000,3,53792,3,9,3,0.14,42782,0.79,346021,1,1,19.9,34,2,1,3,3,1,3,0
567,2.86,3999,30,-34091,5,55038,10000,922409,48,2316,27.49,0.69,4,100000,5,5733,2,19,4,0.41,222515,0.99,190075,0,0,11.0,54,0,2,1,2,1,1,0
809,1.57,1667,30,170754,5,82795,0,1888673,12,60063,10.65,0.88,1,5000000,5,92782,3,19,3,0.54,45306,0.74,150544,1,2,16.6,40,2,2,1,2,0,1,0
685,0.66,4371,30,27338,3,317312,0,2135503,60,84870,6.58,0.34,1,1000000,2,86733,1,0,0,0.05,355208,0.21,223262,1,2,17.5,41,0,0,3,2,0,3,0
686,1.38,2545,30,23432,1,219154,10000,1929398,24,97608,28.9,0.27,2,1000000,4,78601,1,19,2,0.01,239194,0.7,191360,1,2,20.8,23,0,0,5,0,1,2,0
412,2.76,7796,0,-21867,1,77690,0,911316,60,3026,28.43,0.85,3,0,4,35305,4,22,1,0.19,148683,0.62,455813,0,0,15.7,34,0,2,2,1,1,1,0
380,0.53,675,180,132643,1,477518,5000,2735327,60,68083,39.55,0.39,5,500000,1,47318,3,13,0,0.49,264199,0.21,373982,1,2,19.6,41,0,2,2,0,1,3,0
412,0.64,1823,120,29062,5,386197,20000,2850778,36,16289,28.79,0.71,2,100000,5,85094,2,14,4,0.04,460907,0.24,463941,0,2,2.1,47,0,1,1,0,0,2,0
301,0.04,5147,90,131980,1,21230,5000,1416261,36,49886,9.47,0.15,2,5000000,1,57126,2,5,4,0.73,177896,0.65,67363,0,0,2.8,27,1,0,4,4,1,3,0
519,0.04,1356,120,92350,4,355445,20000,1556594,48,66020,30.96,0.76,1,0,2,84142,1,19,2,0.15,403285,0.81,436615,1,1,3.5,62,0,1,2,2,0,3,0
865,2.49,3072,0,61546,0,146974,5000,1979327,48,40279,54.5,0.55,0,500000,0,65587,4,1,2,0.77,65297,0.76,287836,1,2,3.2,49,1,1,4,0,0,2,0
524,2.2,3259,0,1458,5,338902,20000,2341297,120,88705,10.41,0.27,2,1000000,1,84264,2,6,2,0.2,474743,0.61,390216,0,3,1.9,29,2,2,0,1,1,2,0
684,1.07,6199,0,145337,4,37050,0,1982527,60,86643,41.7,0.49,2,1000000,2,79835,3,23,4,0.35,323549,0.94,198613,0,3,2.7,60,2,1,2,4,0,2,0
702,2.09,546,180,137854,2,371949,10000,217248,12,28279,36.04,0.7,3,5000000,1,92334,4,24,4,0.48,305968,0.73,377993,1,0,21.9,35,0,0,4,4,0,2,0
429,1.19,5231,0,5415,4,215658,10000,1181657,84,19356,45.17,0.01,1,5000000,1,86984,5,24,1,0.35,100874,0.54,487447,0,2,6.0,64,2,0,0,3,1,3,0
352,2.86,7965,30,172159,4,341254,50000,211361,48,63535,9.89,0.64,0,5000000,1,88406,3,19,2,0.02,370036,0.82,268734,0,0,10.5,48,0,0,0,3,0,3,0
715,2.9,7477,120,4160,2,374177,20000,2256489,60,66200,56.55,0.54,3,0,3,87750,3,18,3,0.91,184705,0.29,360615,0,1,18.1,58,1,1,1,4,0,3,0
546,1.18,2083,60,4399,4,86693,50000,2627978,60,31043,37.64,0.22,0,5000000,3,69802,1,4,1,0.29,358300,0.26,473857,1,0,2.6,35,2,1,4,1,0,2,0
738,2.56,2040,90,-24702,0,394572,50000,2423079,84,96502,50.98,0.75,0,0,4,11300,3,21,3,0.14,454838,0.97,79123,1,0,7.0,35,0,0,1,0,1,3,0
502,2.32,4534,0,181946,5,29575,20000,2322386,60,13795,15.55,0.3,2,100000,3,67194,0,7,0,0.13,73012,0.95,337872,1,3,3.5,50,0,2,5,3,0,3,0
483,0.93,1752,120,103263,3,200012,10000,1003253,84,83536,44.63,0.28,3,500000,2,89288,4,2,2,0.97,461721,0.88,467232,1,2,1.4,52,2,2,0,0,1,2,0
422,0.7,1615,0,138036,2,312388,20000,2908881,84,87435,47.08,0.47,2,1000000,1,28133,0,12,1,0.12,472242,0.21,476173,1,0,21.1,60,2,0,2,1,0,2,0
700,1.37,1849,180,114164,5,486697,0,1495346,120,88111,24.45,0.68,4,0,3,78278,3,5,1,0.35,57037,0.59,325087,0,3,18.9,32,2,1,2,0,0,1,0
593,2.34,2642,0,39407,1,287106,50000,2142432,60,62513,23.65,0.93,0,500000,5,16059,3,20,0,0.07,21494,0.54,485813,1,1,19.3,40,0,1,2,4,1,2,0
579,2.88,1600,0,156329,0,241898,50000,516910,120,23158,39.81,0.14,3,5000000,1,62166,1,22,0,0.74,398939,0.2,333878,0,0,19.1,47,0,1,4,3,0,3,0
497,2.29,3396,0,185021,3,266551,20000,227367,60,49630,6.51,0.4,1,1000000,0,13720,1,13,0,0.6,195810,0.45,339236,1,0,3.4,22,0,1,3,1,1,2,0
810,2.57,5759,0,12513,0,372839,50000,735691,36,20005,44.4,0.07,2,0,4,58230,5,24,1,0.53,429573,0.47,479959,0,0,17.3,61,1,0,5,4,1,1,0
443,1.81,4402,90,1097,0,258435,10000,2454936,84,85013,3.53,0.76,4,5000000,3,93165,1,6,4,0.86,108387,0.24,384360,0,1,16.0,42,0,1,5,1,0,1,0
500,2.51,3605,120,111351,1,257943,50000,508093,24,86096,12.24,0.45,5,500000,5,76530,5,10,3,0.57,201739,0.95,75859,1,3,20.4,46,0,0,1,3,1,3,0
423,2.35,3799,180,95476,3,100388,20000,883401,84,92244,40.18,0.71,4,100000,5,87541,1,21,3,0.96,148729,0.49,266117,1,1,4.8,60,0,0,3,0,1,2,0
486,1.13,618,0,151094,0,237292,10000,879418,24,41252,6.8,0.32,4,500000,1,20394,5,8,0,0.62,392609,0.52,42144,0,0,9.1,28,2,1,3,1,0,2,0
625,1.66,1132,0,-14802,1,87332,10000,676305,60,46176,58.34,0.84,2,0,0,635,2,9,4,0.35,105848,0.6,471935,1,3,6.5,56,0,2,0,3,1,1,0
763,2.41,5491,0,175295,2,427666,50000,2525476,48,86490,52.24,0.53,1,100000,4,76742,1,19,4,0.04,338117,0.89,436529,0,0,5.7,46,1,1,1,4,0,2,0
648,0.14,6500,0,199270,1,194566,20000,2679025,12,97171,37.95,0.94,3,100000,4,64197,3,16,0,0.73,69246,0.53,423387,0,3,14.4,57,1,2,0,3,0,3,1
702,2.42,6324,30,-3,4,399530,50000,2151274,120,85066,49.32,0.08,0,5000000,0,44845,5,7,2,0.37,439743,0.54,189898,0,0,3.6,37,2,2,3,0,0,3,0
645,0.53,5475,30,159764,5,317181,0,2124276,60,1705,53.37,0.51,1,500000,3,22805,3,21,1,0.6,122916,0.24,339539,1,3,10.2,27,1,0,5,3,0,2,0
810,1.54,5795,60,81639,1,122666,0,722661,12,52510,16.31,0.77,2,0,3,59426,5,5,2,0.88,428924,0.6,438981,0,2,14.2,21,1,2,0,4,1,2,0
446,2.42,2115,0,142104,1,137048,10000,2432403,36,47293,51.12,0.6,5,100000,1,25632,4,20,4,0.01,459172,0.38,360647,0,1,2.9,47,0,2,0,4,0,3,0
447,0.76,2339,60,-47821,1,272072,50000,2857723,24,93582,12.49,0.02,3,5000000,2,11660,5,25,0,0.76,35847,0.65,278482,1,0,5.7,62,0,0,4,1,1,2,0
788,0.74,2739,90,-47981,0,355184,0,2688784,120,45420,25.39,0.97,0,100000,1,26877,0,10,1,0.44,211108,0.3,155982,0,3,21.3,46,0,1,1,4,0,1,0
850,1.21,4276,60,31455,3,121264,5000,369346,36,21152,33.94,0.3,5,500000,1,74295,5,2,3,0.12,192631,0.72,19797,0,0,17.5,52,0,2,1,2,0,1,0
637,2.68,7633,120,166311,1,171113,0,1985094,48,98391,43.12,0.25,3,1000000,1,38924,5,5,4,0.58,447207,0.62,409778,0,3,14.9,34,0,1,3,4,0,2,0
772,0.0,6577,30,99776,1,282859,50000,851391,48,60278,2.78,0.49,0,0,0,47153,2,16,1,0.53,126688,0.47,418241,1,1,18.8,39,1,0,2,0,0,1,1
450,2.7,1487,30,99102,4,425019,50000,445085,84,56130,18.14,0.54,0,1000000,4,59127,2,6,1,0.84,231795,0.1,198332,1,2,0.3,29,0,2,0,4,0,3,0
714,0.46,7848,0,76883,4,472122,0,2977848,120,68855,36.9,0.77,4,500000,4,48360,4,5,2,0.52,116968,0.63,99483,1,0,0.1,63,1,0,1,1,1,2,0
597,2.97,5009,0,19445,2,333870,50000,1707428,120,61216,22.08,0.39,5,1000000,2,97208,4,20,3,0.83,456109,0.86,152291,0,3,3.4,64,2,0,2,4,0,1,0
562,2.86,1557,90,23551,2,405124,50000,1243198,120,74699,46.73,0.44,5,500000,3,48097,1,12,2,0.54,444702,0.17,410467,1,1,10.9,21,1,0,1,3,1,3,0
443,1.48,2113,180,-46580,4,390352,5000,1872969,60,88141,39.45,0.53,2,500000,1,24091,4,13,2,0.45,90849,0.08,230353,1,2,12.5,41,0,2,5,3,0,2,0
645,1.54,1044,90,9875,3,178147,10000,711062,84,1209,14.83,0.39,1,5000000,0,31335,2,18,2,0.37,394634,0.04,98298,1,1,2.5,40,0,0,3,3,1,2,0
871,1.44,5731,120,128725,2,205659,50000,2750003,48,5834,9.61,0.91,4,1000000,0,72545,0,7,2,0.17,210339,0.03,406738,1,1,1.6,53,0,1,5,2,1,2,0
301,1.91,2431,0,-33260,5,325792,20000,422308,48,32512,38.11,0.85,4,100000,1,67679,5,12,4,0.58,102851,0.84,20024,0,0,18.2,53,2,0,0,1,0,2,0
603,0.27,7979,0,15263,5,31134,10000,2376503,84,63485,27.58,0.45,3,500000,0,94550,0,19,3,0.54,498320,0.73,41625,1,1,10.2,38,2,2,4,3,1,1,0
553,0.1,5734,90,55789,3,256257,10000,2990366,36,52959,10.97,0.0,5,1000000,0,39767,2,8,2,0.98,460793,0.2,305176,0,0,21.8,61,1,2,3,3,1,2,0
752,0.17,1582,90,176936,4,328287,20000,1579614,12,78982,20.26,0.9,0,100000,1,59584,1,24,4,0.41,321273,0.92,469467,0,2,5.0,37,1,2,3,3,1,2,0
336,1.33,6182,90,145631,2,79123,0,2284256,24,70498,18.88,0.12,0,0,2,43518,0,4,4,0.42,79119,0.14,115470,1,0,14.2,33,0,1,3,1,0,1,0
459,0.83,1308,30,-30535,1,498775,5000,51825,48,14028,7.38,0.24,3,100000,0,83394,5,10,1,0.16,193821,0.37,299209,1,1,17.7,63,0,2,2,3,1,1,0
308,1.87,4917,60,132504,4,186225,50000,2797627,84,52542,33.27,0.15,5,1000000,4,89168,5,6,1,0.6,222246,0.45,8038,1,1,19.2,29,0,1,3,2,0,3,0
532,2.98,601,60,-45869,2,143485,0,520306,48,22903,46.06,0.18,2,1000000,5,86022,0,5,0,0.85,226859,0.08,62049,0,3,6.7,21,1,0,4,3,0,1,0
398,1.16,1620,0,-39348,3,231646,20000,2588469,36,12717,34.95,0.8,0,100000,4,65865,1,11,4,0.25,413168,0.35,399948,0,1,4.3,43,0,1,5,0,0,2,0
507,1.72,4880,30,146045,5,163627,5000,586758,120,31545,49.75,0.58,4,100000,5,12370,0,11,0,0.01,373700,0.1,386511,0,0,5.0,60,1,0,0,2,0,1,0
430,1.25,7503,90,168115,3,414168,5000,2413066,120,36212,8.53,0.96,4,500000,5,13847,3,5,4,0.69,164211,0.79,192948,1,2,14.7,54,1,0,1,0,1,2,0
703,2.54,5307,0,128219,2,210065,5000,1256916,24,42100,26.7,0.23,5,1000000,4,97160,2,3,2,0.03,240164,0.05,373607,1,3,11.5,56,0,0,2,3,0,1,0
451,2.71,4766,30,-2329,3,477216,20000,2016109,120,58635,36.96,0.49,0,500000,1,51825,0,25,2,0.41,302489,0.02,462302,0,2,13.2,65,0,2,3,3,1,3,0
353,2.63,5362,120,195289,2,393801,0,2418254,120,53016,40.88,0.98,0,500000,5,70158,0,12,0,0.61,54527,0.73,384832,0,1,0.5,34,1,1,1,1,0,3,0
419,2.92,5192,180,39342,2,76686,50000,425950,36,36375,42.05,0.83,2,0,4,38000,1,11,2,0.39,182747,0.78,482672,1,3,8.6,41,1,2,5,0,0,3,0
886,0.08,6622,30,-30829,3,384985,5000,2942390,12,21320,44.01,0.73,5,1000000,3,89941,0,14,2,0.26,219346,0.5,150906,1,0,6.8,63,1,2,3,0,0,3,0
719,2.52,6093,0,167201,0,42264,5000,1392882,36,20301,39.43,0.19,0,500000,0,90873,1,7,1,0.8,381332,0.32,321646,0,1,19.0,63,1,1,0,4,1,3,0
721,2.26,6704,60,136764,1,246830,0,601990,24,52370,6.56,0.77,2,0,2,58367,2,12,2,0.3,375387,0.24,251957,0,0,17.1,41,2,0,4,4,1,1,0
403,0.69,100,90,8541,4,450769,5000,478993,120,84717,42.02,0.35,4,500000,5,67216,3,10,1,0.18,136722,0.12,103894,0,2,9.5,48,0,1,4,4,0,2,0
553,2.87,6657,180,-40530,5,195431,5000,1892747,24,10168,43.76,0.53,2,500000,4,47112,4,10,3,0.39,178787,0.48,318669,1,3,13.9,52,1,2,5,4,0,1,0
526,0.44,5875,120,196225,1,382029,20000,2446123,48,69109,59.62,0.61,0,1000000,1,38719,2,10,4,0.13,263562,0.49,55462,1,0,1.0,50,2,1,2,0,1,3,0
411,2.04,4271,180,142416,4,239394,10000,2748261,12,19973,41.91,0.61,1,100000,5,27832,0,25,1,0.69,65170,0.46,234461,0,0,14.0,60,2,0,1,1,1,3,0
809,0.67,237,180,-5692,4,150880,0,2768123,60,37051,41.52,0.73,5,100000,2,72402,3,18,1,0.71,209476,0.78,436658,1,1,2.1,32,1,2,1,4,1,2,0
772,1.29,7053,30,131711,5,62330,0,1059154,48,43759,31.37,0.66,0,1000000,1,25479,4,20,1,0.01,167041,0.1,307177,0,0,15.7,49,2,1,4,0,0,3,0
398,2.16,7226,0,102398,1,124672,0,859471,120,87337,52.21,0.07,1,100000,2,49285,4,16,4,0.69,251928,0.67,376595,0,3,12.6,21,2,0,0,1,1,1,0
452,1.69,5218,0,85669,5,310489,20000,1873391,84,95180,59.81,0.46,4,5000000,2,83045,5,0,4,0.3,25202,0.4,181183,0,2,6.6,46,2,2,2,1,1,3,0
637,1.28,4025,180,52840,2,472833,20000,1012433,36,94059,46.96,0.66,5,100000,0,46228,5,12,4,0.66,343129,0.24,195160,0,2,8.2,36,0,2,3,4,0,3,0
462,0.98,2918,90,111860,5,49222,50000,1779082,36,85343,37.14,0.3,3,500000,5,51191,0,24,2,0.71,46352,0.68,414730,0,3,2.0,38,1,0,5,0,1,2,0
460,2.52,6073,0,146092,3,67755,20000,2885144,24,68426,5.66,0.31,5,500000,5,4188,5,19,1,0.28,373076,0.2,189822,0,3,7.1,53,0,1,2,2,0,3,0
879,0.43,2542,180,-523,0,281077,0,474524,84,20951,43.88,0.12,4,0,5,35617,4,8,4,0.19,266451,0.23,126425,0,2,21.3,62,2,0,4,0,0,1,0
697,1.29,7090,0,58261,0,340351,50000,2553422,24,71911,42.81,0.42,4,1000000,2,93323,4,22,3,0.83,215953,1.0,446972,1,1,10.7,63,2,2,5,1,1,3,0
576,2.71,2003,90,52466,0,184811,10000,1178182,84,32305,46.76,0.99,4,0,3,3366,2,25,4,0.74,231022,0.89,41523,0,0,10.4,43,2,0,3,3,1,1,0
803,2.54,1537,120,-16929,1,188810,5000,2173402,24,82115,8.35,0.29,2,500000,3,52063,5,23,0,0.84,321487,0.7,246484,1,0,13.8,25,0,2,2,4,1,3,0
691,1.2,754,180,151675,1,499969,5000,389535,60,76406,39.57,0.53,4,500000,3,78597,5,10,0,0.44,482651,0.32,498741,0,1,10.7,41,1,0,0,1,0,1,0
434,2.29,3368,60,142995,2,376835,50000,351065,60,85067,18.45,0.74,3,0,1,15952,2,8,1,0.46,84555,0.54,303350,0,2,7.8,21,2,1,1,2,0,3,0
494,2.47,2258,60,20560,0,115137,10000,1956131,48,10109,45.86,0.01,0,5000000,0,18975,4,16,1,0.34,67879,0.13,444996,0,2,3.1,51,0,0,3,2,0,2,0
700,2.67,5242,180,154323,2,225616,5000,1878175,60,27842,15.18,0.9,1,100000,1,4283,1,6,1,0.5,204792,0.33,308742,0,1,13.9,38,0,2,2,2,1,1,0
332,1.63,7396,30,138564,0,425099,50000,1172939,84,11716,41.35,0.39,5,5000000,5,59527,0,7,2,0.65,388183,0.07,252043,0,1,16.5,41,0,1,0,2,1,3,0
759,0.61,3665,120,112842,1,370962,20000,206857,24,84726,18.4,0.87,5,5000000,5,20645,1,1,0,0.81,58353,0.61,278401,0,3,20.3,27,0,2,2,0,0,1,0
769,0.77,7823,30,26762,3,370654,0,1286513,84,49585,1.53,0.04,4,5000000,4,11740,1,13,0,0.18,129450,0.86,324454,1,3,0.1,21,1,1,3,1,1,3,0
674,0.89,5507,60,116471,3,109251,10000,671688,48,98969,38.37,0.15,1,5000000,5,56286,4,9,1,0.41,310213,0.81,287124,0,2,1.5,43,2,2,0,2,0,2,0
321,1.78,4235,90,160020,3,446617,5000,146847,48,91740,7.68,0.32,4,100000,3,98548,0,8,0,0.46,381840,0.86,125433,0,2,19.8,47,2,2,5,1,0,2,0
337,0.1,540,180,194413,5,156452,0,2940445,120,47408,39.9,0.35,2,1000000,0,5128,1,0,0,0.49,212137,0.17,440900,1,0,13.9,22,1,2,1,1,0,2,0
529,1.91,5510,0,138511,3,290356,50000,1699204,12,37530,55.61,0.85,1,0,3,46515,2,11,2,0.54,380050,0.65,313690,1,2,21.1,54,2,1,0,3,1,1,0
664,1.09,269,60,125487,4,300318,5000,2671797,60,92920,58.19,0.01,4,5000000,0,74907,2,13,3,0.8,284526,0.96,316254,1,2,9.5,36,0,2,2,0,0,2,0
862,0.89,7926,120,93641,0,410077,0,309718,36,66385,14.92,0.64,4,5000000,1,86845,0,18,1,0.89,474351,0.78,153973,0,0,9.2,60,2,0,2,3,1,1,0
737,2.64,5131,60,-47631,3,147166,20000,951036,36,60730,48.75,0.13,3,0,5,55983,1,10,3,0.16,438326,0.0,476363,0,3,7.6,30,0,2,2,4,1,1,0
582,1.38,5986,120,59963,4,114649,10000,1407921,12,76623,21.86,0.82,3,0,1,50930,3,8,3,0.71,366171,0.88,74360,1,1,3.1,40,1,2,5,4,0,2,0
326,0.29,3460,120,178629,4,61319,50000,235326,24,78658,54.13,0.78,3,1000000,3,55462,5,16,2,0.48,404220,0.71,399651,1,0,8.3,57,2,1,2,4,1,1,0
525,2.48,3408,180,-49472,4,187800,5000,1442880,12,31898,47.46,0.5,2,500000,2,92647,3,19,0,0.42,118428,0.12,88340,0,0,0.3,45,2,2,2,3,0,1,0
576,0.14,505,120,58806,2,427579,20000,597526,24,64908,5.36,0.21,1,1000000,0,8628,0,25,1,0.11,70512,0.31,126260,1,2,11.2,24,1,2,5,1,1,1,0
583,2.18,1129,30,111386,2,97846,10000,1454896,60,82377,25.02,0.63,2,500000,5,75998,5,5,4,0.06,186293,0.12,307453,0,1,18.6,52,0,2,4,4,1,1,0
780,2.32,2079,90,52979,4,180372,10000,2591346,60,92118,20.9,0.16,0,100000,4,88254,0,5,3,0.98,331718,0.73,301054,1,2,7.1,65,2,2,0,4,0,2,0
752,1.06,3145,60,99119,5,64808,20000,1663747,48,58392,47.33,0.19,4,1000000,2,38674,3,19,3,0.64,120786,0.0,336530,0,1,2.1,48,0,2,0,3,0,1,0
815,2.47,3242,90,-30252,3,409159,5000,2113473,48,76578,25.21,0.63,4,100000,1,59168,1,9,2,0.45,364282,0.46,59394,0,0,21.4,60,2,0,0,1,1,2,0
846,1.55,5968,0,-14891,0,221177,10000,659766,48,27505,41.39,0.99,4,0,0,96831,1,9,3,0.76,370439,1.0,95419,1,1,2.8,33,1,0,0,4,0,2,0
491,1.39,5188,60,-36081,5,52616,50000,643684,48,89830,36.54,0.89,3,1000000,2,41753,4,25,3,0.09,351751,0.85,482640,0,2,11.6,25,2,1,3,0,1,1,0
348,0.14,4908,90,-2502,1,346473,0,2144320,36,7173,58.56,0.59,4,0,4,94380,5,25,3,0.61,150340,0.59,290141,1,1,17.8,37,0,1,2,4,1,1,0
811,0.87,361,90,5808,2,244815,50000,2388971,120,85052,56.33,0.54,3,5000000,2,26314,0,16,2,0.66,492842,0.69,312419,0,1,5.6,27,2,0,4,3,1,2,0
316,2.79,3720,180,161864,3,166359,10000,2954107,48,7932,26.23,1.0,0,0,4,7668,1,20,0,0.45,439905,0.6,405960,1,1,18.5,30,1,1,5,3,0,2,0
471,1.18,1456,180,20441,3,400101,0,299494,48,84445,43.69,0.55,2,5000000,1,67490,3,13,3,0.25,231985,0.81,293281,1,2,12.3,47,0,0,3,0,1,2,0
519,1.64,5024,0,63843,1,175043,20000,1592063,48,31241,49.94,0.42,2,500000,0,79948,5,4,1,0.95,115412,0.89,104604,1,0,7.3,55,1,0,0,1,0,1,0
457,1.6,4067,120,194631,1,66152,0,1596675,24,17712,54.03,0.91,2,5000000,1,74342,3,2,3,0.3,489475,0.77,140147,1,3,19.0,43,0,1,5,0,0,1,0
776,1.77,4195,60,24420,3,52351,0,205790,84,69193,5.02,0.23,3,500000,0,18015,2,10,3,0.12,215403,0.18,172728,1,0,13.7,36,0,1,0,4,0,3,0
345,0.18,1681,180,109978,1,201112,0,1990479,48,30105,18.82,0.1,5,5000000,2,21420,1,18,1,0.63,173347,0.37,471368,0,1,13.5,47,2,2,5,3,1,1,0
672,1.09,6152,60,57447,3,237977,10000,1972870,12,31382,19.89,0.63,5,5000000,1,77899,4,19,2,0.57,386436,0.78,391207,1,3,11.1,35,1,0,4,1,0,1,0
817,2.17,7741,0,152558,5,229631,5000,924757,48,88892,26.63,0.1,1,100000,0,64544,4,18,4,0.75,283376,0.82,275761,0,1,6.0,26,1,0,0,4,1,2,0
398,0.6,6840,180,16896,1,394521,10000,1781071,48,55520,10.99,0.37,5,100000,5,52817,5,13,1,0.75,343038,0.63,336586,0,1,6.7,62,2,0,0,0,1,1,0
336,0.61,1052,180,53431,5,70616,5000,553869,36,20589,30.28,0.42,1,0,4,75602,0,14,4,0.62,437718,0.71,448658,1,0,1.9,59,0,1,0,4,0,3,0
579,0.03,7281,120,103018,5,252493,20000,211334,84,40601,40.13,0.55,0,100000,0,47518,2,2,0,0.21,140818,0.17,233365,0,2,5.4,44,2,0,0,0,1,2,0
648,1.31,2509,60,-2980,1,164969,20000,1489142,48,90452,30.34,0.99,1,500000,5,6874,5,2,0,0.89,197033,0.37,377073,0,1,6.1,43,1,0,3,2,0,3,0
796,2.65,5016,60,155338,3,295154,20000,2368195,84,41675,40.28,0.22,0,100000,1,64959,3,22,3,0.25,388973,0.53,381106,0,1,1.3,25,0,1,3,2,0,1,0
601,0.16,7310,60,-27839,4,443370,20000,1269508,24,35366,4.92,0.38,4,0,1,96617,3,8,3,0.09,422286,0.98,95280,1,1,2.4,27,1,0,3,3,0,3,0
480,0.57,6533,120,-22262,3,131822,20000,886776,60,4851,52.68,0.13,2,1000000,2,82789,0,10,2,0.3,138169,0.8,116915,0,0,5.9,42,0,0,0,1,1,1,0
398,0.93,4727,180,84997,0,161186,50000,2649177,84,93584,56.41,0.61,5,500000,4,42353,4,14,4,0.48,418095,0.19,194426,0,3,14.9,49,0,2,1,3,0,2,0
415,2.2,681,0,89535,1,291194,10000,1428611,84,8582,37.46,0.73,3,1000000,0,11662,4,16,0,0.21,498503,0.35,96917,0,0,4.1,51,2,2,3,4,0,3,0
490,1.92,6300,60,7153,2,256309,5000,232730,48,41591,53.0,0.48,0,500000,1,14125,3,23,0,0.33,30408,0.22,449392,1,3,11.5,55,1,2,2,2,0,1,0
552,1.25,6478,90,164020,1,293269,20000,2244616,120,71143,8.76,0.25,5,0,0,52343,0,25,3,0.51,352359,0.15,109501,1,2,11.2,54,2,0,2,3,0,2,0
460,2.28,3932,120,11009,0,497310,50000,2999453,48,6507,48.05,0.62,3,100000,3,19503,5,11,3,0.32,138570,0.12,455406,1,1,18.3,39,2,2,1,0,1,2,0
555,1.83,6403,30,37938,5,453612,50000,478546,48,6934,8.03,0.54,3,1000000,4,81234,1,16,2,0.09,385387,0.97,75471,1,1,13.4,54,2,1,4,1,1,2,0
